Commentary	Ref	Literature(PubmedID)	value
	218	20383603	8.0
	223	0	6.0-7.0
assay at	235	25784958	5.0
assay at	236	25784958	5.0
	249	0	6.8-7.0
	250	0	6.8-7.0
	251	0	6.8-7.0
	252	0	6.8-7.0
	253	0	6.8-7.0
endo-beta-D-xylanase A and B	256	0	5.5-7.0
assay at	256	20074594	5.5
assay at	256	20163191	7.2
endo-beta-D-xylanase A and B	257	0	5.5-7.0
assay at	257	20074594	5.5
assay at	257	20163191	7.2
endo-beta-D-xylanase A and B	258	0	5.5-7.0
assay at	258	20074594	5.5
assay at	258	20163191	7.2
endo-beta-D-xylanase A and B	259	0	5.5-7.0
assay at	259	20074594	5.5
assay at	259	20163191	7.2
endo-beta-D-xylanase A and B	260	0	5.5-7.0
assay at	260	20074594	5.5
assay at	260	20163191	7.2
endo-beta-D-xylanase A and B	261	0	5.5-7.0
assay at	261	20074594	5.5
assay at	261	20163191	7.2
endo-beta-D-xylanase A and B	262	0	5.5-7.0
assay at	262	20074594	5.5
assay at	262	20163191	7.2
	273	0	5.0-9.0
	273	0	7.0
at 70°C	273	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	273	19567261	9.0-9.5
	273	25553569	9.0
	273	22932960	10.0
	273	22806794	11.0
	274	0	5.0-9.0
	274	0	7.0
at 70°C	274	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	274	19567261	9.0-9.5
	274	25553569	9.0
	274	22932960	10.0
	274	22806794	11.0
	275	0	5.0-9.0
	275	0	7.0
at 70°C	275	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	275	19567261	9.0-9.5
	275	25553569	9.0
	275	22932960	10.0
	275	22806794	11.0
	276	0	5.0-9.0
	276	0	7.0
at 70°C	276	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	276	19567261	9.0-9.5
	276	25553569	9.0
	276	22932960	10.0
	276	22806794	11.0
	277	0	5.0-9.0
	277	0	7.0
at 70°C	277	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	277	19567261	9.0-9.5
	277	25553569	9.0
	277	22932960	10.0
	277	22806794	11.0
	278	0	5.0-9.0
	278	0	7.0
at 70°C	278	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	278	19567261	9.0-9.5
	278	25553569	9.0
	278	22932960	10.0
	278	22806794	11.0
	279	0	5.0-9.0
	279	0	7.0
at 70°C	279	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	279	19567261	9.0-9.5
	279	25553569	9.0
	279	22932960	10.0
	279	22806794	11.0
	280	0	5.0-9.0
	280	0	7.0
at 70°C	280	0	9.0-9.5
residues Val169, Ile170 and Asp171 are important to hydrolyze xylan at high pH, mechanisms of high pH stability and catalysis, overview	280	19567261	9.0-9.5
	280	25553569	9.0
	280	22932960	10.0
	280	22806794	11.0
	292	18065237	6.0
	292	18612683	6.0
X-I	292	16915648	7.0
X-II	292	16915648	8.0-10.0
	293	18065237	6.0
	293	18612683	6.0
X-I	293	16915648	7.0
X-II	293	16915648	8.0-10.0
	294	18065237	6.0
	294	18612683	6.0
X-I	294	16915648	7.0
X-II	294	16915648	8.0-10.0
	295	18065237	6.0
	295	18612683	6.0
X-I	295	16915648	7.0
X-II	295	16915648	8.0-10.0
	296	18065237	6.0
	296	18612683	6.0
X-I	296	16915648	7.0
X-II	296	16915648	8.0-10.0
	299	9301068	7.5
	300	9301068	7.5
	301	9301068	7.5
hydrolysis of larchwood xylan	308	0	6.5
recombinant enzyme	308	21369910	6.6
hydrolysis of larchwood xylan	309	0	6.5
recombinant enzyme	309	21369910	6.6
hydrolysis of larchwood xylan	310	0	6.5
recombinant enzyme	310	21369910	6.6
hydrolysis of larchwood xylan	311	0	6.5
recombinant enzyme	311	21369910	6.6
hydrolysis of larchwood xylan	312	0	6.5
recombinant enzyme	312	21369910	6.6
hydrolysis of larchwood xylan	313	0	6.5
recombinant enzyme	313	21369910	6.6
hydrolysis of larchwood xylan	314	0	6.5
recombinant enzyme	314	21369910	6.6
hydrolysis of larchwood xylan	315	0	6.5
recombinant enzyme	315	21369910	6.6
wild-type DELTAXBD	343	19352020	8.5
	344	16346375	5.0
recombinant His-tagged wild-type enzyme	344	19531602	5.0
	344	16663699	5.5
	344	20075612	6.0-7.0
	344	19332293	6.0
assay at	344	20188130	6.0
assay at	344	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	344	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	344	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	344	22006920	7.5
	345	16346375	5.0
recombinant His-tagged wild-type enzyme	345	19531602	5.0
	345	16663699	5.5
	345	20075612	6.0-7.0
	345	19332293	6.0
assay at	345	20188130	6.0
assay at	345	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	345	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	345	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	345	22006920	7.5
	346	16346375	5.0
recombinant His-tagged wild-type enzyme	346	19531602	5.0
	346	16663699	5.5
	346	20075612	6.0-7.0
	346	19332293	6.0
assay at	346	20188130	6.0
assay at	346	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	346	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	346	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	346	22006920	7.5
	347	16346375	5.0
recombinant His-tagged wild-type enzyme	347	19531602	5.0
	347	16663699	5.5
	347	20075612	6.0-7.0
	347	19332293	6.0
assay at	347	20188130	6.0
assay at	347	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	347	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	347	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	347	22006920	7.5
	348	16346375	5.0
recombinant His-tagged wild-type enzyme	348	19531602	5.0
	348	16663699	5.5
	348	20075612	6.0-7.0
	348	19332293	6.0
assay at	348	20188130	6.0
assay at	348	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	348	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	348	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	348	22006920	7.5
	349	16346375	5.0
recombinant His-tagged wild-type enzyme	349	19531602	5.0
	349	16663699	5.5
	349	20075612	6.0-7.0
	349	19332293	6.0
assay at	349	20188130	6.0
assay at	349	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	349	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	349	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	349	22006920	7.5
	350	16346375	5.0
recombinant His-tagged wild-type enzyme	350	19531602	5.0
	350	16663699	5.5
	350	20075612	6.0-7.0
	350	19332293	6.0
assay at	350	20188130	6.0
assay at	350	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	350	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	350	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	350	22006920	7.5
	351	16346375	5.0
recombinant His-tagged wild-type enzyme	351	19531602	5.0
	351	16663699	5.5
	351	20075612	6.0-7.0
	351	19332293	6.0
assay at	351	20188130	6.0
assay at	351	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	351	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	351	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	351	22006920	7.5
	352	16346375	5.0
recombinant His-tagged wild-type enzyme	352	19531602	5.0
	352	16663699	5.5
	352	20075612	6.0-7.0
	352	19332293	6.0
assay at	352	20188130	6.0
assay at	352	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	352	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	352	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	352	22006920	7.5
	353	16346375	5.0
recombinant His-tagged wild-type enzyme	353	19531602	5.0
	353	16663699	5.5
	353	20075612	6.0-7.0
	353	19332293	6.0
assay at	353	20188130	6.0
assay at	353	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	353	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	353	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	353	22006920	7.5
	354	16346375	5.0
recombinant His-tagged wild-type enzyme	354	19531602	5.0
	354	16663699	5.5
	354	20075612	6.0-7.0
	354	19332293	6.0
assay at	354	20188130	6.0
assay at	354	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	354	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	354	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	354	22006920	7.5
	355	16346375	5.0
recombinant His-tagged wild-type enzyme	355	19531602	5.0
	355	16663699	5.5
	355	20075612	6.0-7.0
	355	19332293	6.0
assay at	355	20188130	6.0
assay at	355	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	355	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	355	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	355	22006920	7.5
	356	16346375	5.0
recombinant His-tagged wild-type enzyme	356	19531602	5.0
	356	16663699	5.5
	356	20075612	6.0-7.0
	356	19332293	6.0
assay at	356	20188130	6.0
assay at	356	0	6.5
xylanase XynA and chimeric enzyme CorA-XynA	356	22006920	6.5
for most mutants the pH optimum is around 5.5-6.0	356	17445930	7.0
thermostabel xylanase variant XynAG3 and chimeric enzyme CorA-XynAG3	356	22006920	7.5
acetate buffer	377	22487213	5.5
assay at	418	25784958	5.0
	425	20077114	3.0
recombinant Xyl10C	425	19655217	4.5-5.0
	426	20077114	3.0
recombinant Xyl10C	426	19655217	4.5-5.0
	447	10974122	6.5
recombinant catalytic domain at 70°C, and recombinant N-terminal + catalytic domains at 90°C	454	11065373	6.0
recombinant catalytic domain at 70°C, and recombinant N-terminal + catalytic domains at 90°C	455	11065373	6.0
	464	8467959	6.5
	465	8467959	6.5
	477	100550709	5.0-7.0
	478	100550709	5.0-7.0
	479	100550709	5.0-7.0
	480	100550709	5.0-7.0
	481	100550709	5.0-7.0
xylanase A	487	0	5.0
xylanase C	487	0	5.5-6.5
xylanase B	487	0	6.0
xylanase A	488	0	5.0
xylanase C	488	0	5.5-6.5
xylanase B	488	0	6.0
xylanase A	489	0	5.0
xylanase C	489	0	5.5-6.5
xylanase B	489	0	6.0
xylanase A	490	0	5.0
xylanase C	490	0	5.5-6.5
xylanase B	490	0	6.0
xylanase A	491	0	5.0
xylanase C	491	0	5.5-6.5
xylanase B	491	0	6.0
xylanase A	492	0	5.0
xylanase C	492	0	5.5-6.5
xylanase B	492	0	6.0
xylanase A	493	0	5.0
xylanase C	493	0	5.5-6.5
xylanase B	493	0	6.0
xylanase A	494	0	5.0
xylanase C	494	0	5.5-6.5
xylanase B	494	0	6.0
wild-type enzyme	495	0	6.5
mutant enzyme	495	0	7.0
highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl	495	18379842	7.0
highest activity at pH 9 in Tris-HCl buffer, whereas in citrate-phosphate buffer at pH 7 the best activity is 90% of that observed in Tris-HCl; highest xylanase activity in Tris-HCl buffer	495	18379842	9.0
wild-type enzyme	496	0	6.5
mutant enzyme	496	0	7.0
highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl	496	18379842	7.0
highest activity at pH 9 in Tris-HCl buffer, whereas in citrate-phosphate buffer at pH 7 the best activity is 90% of that observed in Tris-HCl; highest xylanase activity in Tris-HCl buffer	496	18379842	9.0
wild-type enzyme	497	0	6.5
mutant enzyme	497	0	7.0
highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl	497	18379842	7.0
highest activity at pH 9 in Tris-HCl buffer, whereas in citrate-phosphate buffer at pH 7 the best activity is 90% of that observed in Tris-HCl; highest xylanase activity in Tris-HCl buffer	497	18379842	9.0
wild-type enzyme	498	0	6.5
mutant enzyme	498	0	7.0
highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl	498	18379842	7.0
highest activity at pH 9 in Tris-HCl buffer, whereas in citrate-phosphate buffer at pH 7 the best activity is 90% of that observed in Tris-HCl; highest xylanase activity in Tris-HCl buffer	498	18379842	9.0
wild-type enzyme	499	0	6.5
mutant enzyme	499	0	7.0
highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl	499	18379842	7.0
highest activity at pH 9 in Tris-HCl buffer, whereas in citrate-phosphate buffer at pH 7 the best activity is 90% of that observed in Tris-HCl; highest xylanase activity in Tris-HCl buffer	499	18379842	9.0
	502	16347038	5.8
	503	16347038	5.8
	504	16347038	5.8
	513	18027102	6.0
	513	18027102	6.0
	514	18027102	6.0
	514	18027102	6.0
assay at	529	25784958	5.0
	534	20213504	6.5
	534	19356131	7.8
	535	20213504	6.5
	535	19356131	7.8
	536	20213504	6.5
	536	19356131	7.8
	537	20213504	6.5
	537	19356131	7.8
	538	20213504	6.5
	538	19356131	7.8
assay at	545	25784958	5.0
assay at	554	25784958	5.0
xylanase A	561	16347312	5.0
xylanase B	561	16347312	5.5-6.0
xylanase A	562	16347312	5.0
xylanase B	562	16347312	5.5-6.0
xylanase A	563	16347312	5.0
xylanase B	563	16347312	5.5-6.0
xylanase A	564	16347312	5.0
xylanase B	564	16347312	5.5-6.0
at 65°C	580	0	5.5-7.0
	580	7765974	6.0
xylanase A	580	7765283	7.0
at 65°C	581	0	5.5-7.0
	581	7765974	6.0
xylanase A	581	7765283	7.0
at 65°C	582	0	5.5-7.0
	582	7765974	6.0
xylanase A	582	7765283	7.0
at 65°C	583	0	5.5-7.0
	583	7765974	6.0
xylanase A	583	7765283	7.0
at 65°C	584	0	5.5-7.0
	584	7765974	6.0
xylanase A	584	7765283	7.0
at 65°C	585	0	5.5-7.0
	585	7765974	6.0
xylanase A	585	7765283	7.0
at 65°C	586	0	5.5-7.0
	586	7765974	6.0
xylanase A	586	7765283	7.0
at 65°C	587	0	5.5-7.0
	587	7765974	6.0
xylanase A	587	7765283	7.0
at 65°C	588	0	5.5-7.0
	588	7765974	6.0
xylanase A	588	7765283	7.0
	593	2105888	6.0-6.5
	594	2105888	6.0-6.5
assay at	610	25784958	5.0
	622	8987553	2.0
	627	0	5.0
	628	0	5.0
	636	19884762	5.5
	639	11222610	6.0
	640	11222610	6.0
	641	11222610	6.0
	642	11222610	6.0
	643	11222610	6.0
	644	11222610	6.0
assay at	652	25784958	5.0
assay at	660	25784958	5.0
isozymes A and B	695	11126763	5.7-6.0
isozymes A and B	696	11126763	5.7-6.0
assay at	700	25784958	5.0
	732	26002499	6.0
	733	26002499	6.0
	734	26002499	6.0
	735	26002499	6.0
about 35% of maximum activity	737	15629130	5.0
	737	15629130	7.0
about 45% of maximum activity at pH 6, about 60% of maximum activity at pH 9; about 55% of maximum activity	737	15629130	8.0
XylA	737	17513587	8.0
about 35% of maximum activity	738	15629130	5.0
	738	15629130	7.0
about 45% of maximum activity at pH 6, about 60% of maximum activity at pH 9; about 55% of maximum activity	738	15629130	8.0
XylA	738	17513587	8.0
about 35% of maximum activity	739	15629130	5.0
	739	15629130	7.0
about 45% of maximum activity at pH 6, about 60% of maximum activity at pH 9; about 55% of maximum activity	739	15629130	8.0
XylA	739	17513587	8.0
about 35% of maximum activity	740	15629130	5.0
	740	15629130	7.0
about 45% of maximum activity at pH 6, about 60% of maximum activity at pH 9; about 55% of maximum activity	740	15629130	8.0
XylA	740	17513587	8.0
about 35% of maximum activity	741	15629130	5.0
	741	15629130	7.0
about 45% of maximum activity at pH 6, about 60% of maximum activity at pH 9; about 55% of maximum activity	741	15629130	8.0
XylA	741	17513587	8.0
about 35% of maximum activity	742	15629130	5.0
	742	15629130	7.0
about 45% of maximum activity at pH 6, about 60% of maximum activity at pH 9; about 55% of maximum activity	742	15629130	8.0
XylA	742	17513587	8.0
about 35% of maximum activity	743	15629130	5.0
	743	15629130	7.0
about 45% of maximum activity at pH 6, about 60% of maximum activity at pH 9; about 55% of maximum activity	743	15629130	8.0
XylA	743	17513587	8.0
	744	0	4.5
	744	0	5.5
assay at	744	21237221	7.0
	745	0	4.5
	745	0	5.5
assay at	745	21237221	7.0
	746	0	4.5
	746	0	5.5
assay at	746	21237221	7.0
	747	0	4.5
	747	0	5.5
assay at	747	21237221	7.0
	748	0	4.5
	748	0	5.5
assay at	748	21237221	7.0
	749	0	4.5
	749	0	5.5
assay at	749	21237221	7.0
	750	0	4.5
	750	0	5.5
assay at	750	21237221	7.0
substrate 4-O-methyl-D-glucurono-D-xylan	751	27602054	7.0-8.0
	758	0	5.0-5.5
assay at	762	25784958	5.0
	771	16243455	5.0
	772	16243455	5.0
	780	0	6.0-9.0
	781	8328796	6.5-7.0
	781	8328796	6.5
	781	16919348	8.0
	782	8328796	6.5-7.0
	782	8328796	6.5
	782	16919348	8.0
	783	8328796	6.5-7.0
	783	8328796	6.5
	783	16919348	8.0
	784	8328796	6.5-7.0
	784	8328796	6.5
	784	16919348	8.0
	785	8328796	6.5-7.0
	785	8328796	6.5
	785	16919348	8.0
	840	17383610	5.0
	840	24232655	5.5
	841	17383610	5.0
	841	24232655	5.5
	842	17383610	5.0
	842	24232655	5.5
	843	17383610	5.0
	843	24232655	5.5
	844	17383610	5.0
	844	24232655	5.5
	845	17383610	5.0
	845	24232655	5.5
	846	17383610	5.0
	846	24232655	5.5
	847	17383610	5.0
	847	24232655	5.5
xylanase 1, xylanase 2	854	0	6.0-6.5
xylanase 1, xylanase 2	855	0	6.0-6.5
xylanase 1, xylanase 2	856	0	6.0-6.5
xylanase 1, xylanase 2	857	0	6.0-6.5
	863	4093442	6.0
	864	4093442	6.0
	876	19809242	8.5
	901	19147106	3.0
	902	19147106	3.0
Xylam and Xyl16-3	906	0	4.0
	906	18092465	4.0
Xyl6-6 and Xyl1-3	906	0	5.0
Xylam and Xyl16-3	907	0	4.0
	907	18092465	4.0
Xyl6-6 and Xyl1-3	907	0	5.0
Xylam and Xyl16-3	908	0	4.0
	908	18092465	4.0
Xyl6-6 and Xyl1-3	908	0	5.0
Xylam and Xyl16-3	909	0	4.0
	909	18092465	4.0
Xyl6-6 and Xyl1-3	909	0	5.0
xylanase A	931	0	3.5
	931	0	6.0-6.5
	931	100345649	6.0-6.5
xylanase B	931	0	6.5
	937	26387816	5.5
isozyme Ib	940	10923787	5.5
xylanase IIIA	940	0	5.6
isozymes Ia and Ic	940	10923787	6.0
xylanase IA	940	0	6.6
isozymes IIb and IId	940	10923787	7.0
isozyme IIc	940	10923787	8.0
isozyme IIa	940	10923787	8.5
isozyme Ib	941	10923787	5.5
xylanase IIIA	941	0	5.6
isozymes Ia and Ic	941	10923787	6.0
xylanase IA	941	0	6.6
isozymes IIb and IId	941	10923787	7.0
isozyme IIc	941	10923787	8.0
isozyme IIa	941	10923787	8.5
; 	944	25951846	6.5
; 	945	25951846	6.5
; 	946	25951846	6.5
; 	947	25951846	6.5
	962	24861346	9.0
	964	27240670	8.0
	965	27240670	8.0
